,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,conda_id,pypi_id,open_issue_count,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,github_release_downloads,trending,updated_github_id,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge
157,asteval,https://github.com/newville/asteval,,minimalistic evaluator of python expression using ast module.,ast,23,True,newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000,2021-02-27 14:24:12.922,2021-02-26 19:39:34.000,27.0,41.0,117.0,2021-02-26 19:45:01.000,0.9.23,23.0,16.0,conda-forge/asteval,asteval,4.0,381.0,738.0,500.0,https://pypi.org/project/asteval,2021-02-26 19:45:01.000,238.0,43158.0,45337.0,https://anaconda.org/conda-forge/asteval,2021-02-27 14:24:12.922,115488.0,3.0,,,,,,,,,,,
158,Bpytop,https://github.com/aristocratos/bpytop,,Linux/OSX/FreeBSD resource monitor.,profiling,22,True,aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2021-02-21 13:51:43.000,2021-02-21 13:51:39.000,216.0,177.0,5852.0,2021-02-21 13:51:43.000,1.0.63,48.0,27.0,,bpytop,34.0,368.0,,,https://pypi.org/project/bpytop,2021-02-21 13:51:43.000,,5504.0,5504.0,,,,3.0,,,,,,,,,,,
159,icecream,https://github.com/gruns/icecream,,Never use print() to debug again.,debugging,22,True,gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2021-03-10 20:39:27.000,2021-03-10 20:39:24.000,54.0,32.0,2345.0,2021-01-27 01:30:01.000,2.1.0,14.0,11.0,,icecream,13.0,185.0,6.0,,https://pypi.org/project/icecream,2021-01-27 01:30:01.000,6.0,11042.0,11042.0,,,,3.0,,,,,,,,,,,
160,dephell,https://github.com/dephell/dephell,,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",dependency-managers,22,True,dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39.000,96.0,161.0,1682.0,2020-04-28 06:31:17.000,.0.8.3,30.0,37.0,,dephell,100.0,2145.0,8.0,,https://pypi.org/project/dephell,2020-04-28 06:29:24.000,8.0,9461.0,9466.0,,,,3.0,,123.0,,,,,,,,,
161,pyupgrade,https://github.com/asottile/pyupgrade,,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,refactoring,22,True,asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2021-03-03 00:17:35.000,2021-02-22 17:31:04.000,59.0,146.0,878.0,2021-02-08 00:10:45.000,2.10.0,85.0,14.0,conda-forge/pyupgrade,pyupgrade,21.0,603.0,10.0,,https://pypi.org/project/pyupgrade,2021-02-08 00:10:45.000,10.0,35527.0,42098.0,https://anaconda.org/conda-forge/pyupgrade,2021-02-08 02:18:35.520,170851.0,3.0,,,,,,,,,,,
162,pynsist,https://github.com/takluyver/pynsist,,Build Windows installers for Python applications.,packaging,22,True,takluyver/pynsist,https://github.com/takluyver/pynsist,MIT,2014-03-30 19:11:21.000,2021-02-09 10:21:43.000,2020-12-11 22:53:20.000,95.0,124.0,681.0,2020-07-03 08:11:24.000,2.5.1,20.0,26.0,,pynsist,23.0,532.0,88.0,,https://pypi.org/project/pynsist,2020-11-05 21:10:48.000,88.0,1912.0,1912.0,,,,2.0,,,,,,,,,,,
163,cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",packaging,22,True,marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000,2021-03-11 06:03:13.000,2021-03-11 04:33:40.000,142.0,542.0,665.0,2021-01-24 10:58:47.000,6.5.3,15.0,88.0,conda-forge/cx_freeze,cx_freeze,73.0,,153.0,,https://pypi.org/project/cx_freeze,2017-12-16 18:09:35.000,153.0,15667.0,17707.0,https://anaconda.org/conda-forge/cx_freeze,2021-02-21 18:55:46.284,53054.0,2.0,,,,,,,,,,,
164,python-hunter,https://github.com/ionelmc/python-hunter,,Hunter is a flexible code tracing toolkit.,debugging,22,True,ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2021-03-05 09:23:29.000,2021-03-05 09:23:28.000,27.0,45.0,595.0,2020-10-24 15:25:27.000,3.3.1,41.0,7.0,,hunter,34.0,905.0,90.0,56.0,https://pypi.org/project/hunter,2020-10-24 15:25:27.000,34.0,4361.0,4361.0,,,,3.0,,,,,,,,,,,
165,pytest-testmon,https://github.com/tarpas/pytest-testmon,,Selects tests affected by changed files. Continous test runner when used with pytest-watch.,testing,22,True,tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,AGPL-3.0,2015-02-02 14:21:10.000,2021-02-19 17:41:01.000,2021-02-16 10:23:24.000,28.0,71.0,470.0,2020-08-05 15:08:20.000,1.0.3,33.0,16.0,conda-forge/pytest-testmon,pytest-testmon,33.0,272.0,366.0,268.0,https://pypi.org/project/pytest-testmon,2020-08-05 14:56:03.000,98.0,24142.0,24890.0,https://anaconda.org/conda-forge/pytest-testmon,2019-08-03 00:17:17.063,27684.0,3.0,['pytest'],,,,,,,,,,
166,flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,,A flake8 plugin to help you write better list/set/dict comprehensions.,linters,22,True,adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2021-03-11 12:02:53.000,2021-03-11 12:02:53.000,12.0,28.0,247.0,2020-12-19 10:49:01.000,3.3.1,25.0,10.0,conda-forge/flake8-comprehensions,flake8-comprehensions,10.0,,714.0,,https://pypi.org/project/flake8-comprehensions,2020-12-19 10:49:01.000,714.0,194359.0,199806.0,https://anaconda.org/conda-forge/flake8-comprehensions,2020-12-20 00:33:24.687,283294.0,3.0,['flake8'],,,,,,,,,,
167,interrogate,https://github.com/econchick/interrogate,,Explain yourself! Interrogate a codebase for docstring coverage.,documentation,22,True,econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2021-02-07 05:11:12.000,2020-11-03 22:08:37.000,17.0,16.0,242.0,2020-11-03 22:11:18.000,1.3.2,12.0,8.0,,interrogate,11.0,122.0,399.0,399.0,https://pypi.org/project/interrogate,2020-11-03 22:11:18.000,0.0,17299.0,17299.0,,,,3.0,,,,,,,,,,,
168,releases,https://github.com/bitprophet/releases,,A powerful Sphinx changelog-generating extension.,documentation,22,False,bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000,2020-01-30 01:07:19.000,2020-01-26 03:27:03.000,38.0,42.0,154.0,2020-01-11 00:29:49.000,1.6.3,32.0,10.0,,releases,30.0,520.0,1030.0,324.0,https://pypi.org/project/releases,2020-01-11 00:29:49.000,706.0,4078.0,4078.0,,,,3.0,['sphinx'],,,,,,,,,,
169,py2app,https://github.com/ronaldoussoren/py2app,,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,packaging,22,True,ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,MIT,2020-01-14 11:27:41.000,2021-01-23 10:48:57.000,2021-01-23 10:47:31.000,6.0,193.0,116.0,2020-09-16 09:18:09.000,0.22,38.0,24.0,,py2app,139.0,595.0,5203.0,3561.0,https://pypi.org/project/py2app,2021-01-02 09:31:59.000,1642.0,7349.0,7349.0,,,,2.0,,,,,,,,,,,
170,xdoctest,https://github.com/Erotemic/xdoctest,,A rewrite of Python's builtin doctest module (with pytest plugin integration) but without all the weirdness.,testing,22,True,Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000,2021-02-19 04:28:57.000,2021-02-19 04:28:57.000,5.0,16.0,89.0,2021-01-29 16:18:48.000,0.15.4,56.0,5.0,,xdoctest,16.0,585.0,845.0,793.0,https://pypi.org/project/xdoctest,2021-01-29 16:18:48.000,52.0,18686.0,18686.0,,,,3.0,,,,,,,,,,,conda-forge/xdoctest
171,memory_profiler,https://github.com/fabianp/memory_profiler,,Monitor Memory usage of Python code.,profiling,22,False,fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2016-05-26 17:45:08.632,2020-10-20 18:00:58.207,2018-06-28 13:35:12.000,11.0,,60.0,2018-08-16 03:16:49.000,0.54.0,52.0,61.0,conda-forge/memory_profiler,memory_profiler,,500.0,534.0,,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000,534.0,105997.0,107861.0,https://anaconda.org/conda-forge/memory_profiler,2020-10-20 18:00:58.207,108168.0,3.0,,,,,,,,,,,
172,pyt,https://github.com/python-security/pyt,,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,security,21,True,python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000,2020-12-25 03:47:37.000,2020-03-08 21:43:06.000,224.0,75.0,2026.0,2018-11-01 16:02:57.000,0.42,15.0,22.0,,python-taint,19.0,1576.0,62.0,40.0,https://pypi.org/project/python-taint,2018-11-01 16:02:04.000,22.0,942.0,944.0,,,,3.0,,58.0,,,,,,,,,
173,sixpack,https://github.com/sixpack/sixpack,,Sixpack is a language-agnostic a/b-testing framework.,testing,21,True,sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2021-01-21 06:05:38.000,2020-08-26 00:32:16.000,185.0,125.0,1677.0,2017-11-22 14:27:35.000,2.7.0,37.0,56.0,,sixpack,88.0,828.0,12.0,8.0,https://pypi.org/project/sixpack,2017-11-22 14:27:35.000,4.0,108.0,108.0,,,,3.0,,,-1.0,,,,,,,,
174,pyannotate,https://github.com/dropbox/pyannotate,,Auto-generate PEP-484 annotations.,refactoring,21,True,dropbox/pyannotate,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000,2021-02-06 00:39:39.000,2020-11-10 12:27:42.000,42.0,33.0,1181.0,2019-09-16 15:37:03.000,1.2.0,9.0,15.0,,pyannotate,25.0,93.0,83.0,57.0,https://pypi.org/project/pyannotate,2019-09-16 15:37:03.000,26.0,1629.0,1629.0,,,,3.0,,,,,,,,,,,
175,shiv,https://github.com/linkedin/shiv,,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",packaging,21,True,linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2021-03-02 20:03:45.000,2020-12-14 23:37:34.000,63.0,55.0,1155.0,2020-10-19 03:49:16.000,0.4.0,53.0,29.0,,shiv,26.0,,10.0,,https://pypi.org/project/shiv,2020-10-19 03:49:16.000,10.0,1963.0,1968.0,,,,3.0,,118.0,,,,,,,,,
176,pycco,https://github.com/pycco-docs/pycco,,Literate-style documentation generator.,documentation,21,False,pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2019-12-20 19:59:53.000,2019-12-20 19:59:49.000,128.0,28.0,739.0,2018-07-25 01:42:48.000,0.6.0,11.0,36.0,,pycco,26.0,222.0,432.0,208.0,https://pypi.org/project/pycco,2018-07-25 01:42:48.000,224.0,838.0,838.0,,,,3.0,,,,,,,,,,,
177,data-science-types,https://github.com/predictive-analytics-lab/data-science-types,,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",linters,21,True,predictive-analytics-lab/data-science-types,https://github.com/predictive-analytics-lab/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2021-02-16 17:29:01.000,2021-02-16 17:29:00.000,59.0,23.0,180.0,2021-02-16 16:47:31.000,0.2.23,26.0,44.0,,data-science-types,39.0,446.0,0.0,,https://pypi.org/project/data-science-types,2021-02-16 16:45:03.000,0.0,9100.0,9100.0,,,,3.0,,,,,,,,,,,
178,dodgy,https://github.com/landscapeio/dodgy,,Looks at Python code to search for things which look dodgy such as passwords or diffs.,security,21,False,landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000,2020-09-30 08:09:38.000,2019-12-31 16:45:20.000,15.0,2.0,88.0,2019-12-31 16:44:58.000,0.2.1,10.0,11.0,conda-forge/dodgy,dodgy,8.0,64.0,1789.0,1265.0,https://pypi.org/project/dodgy,2019-12-31 16:44:58.000,524.0,69375.0,69773.0,https://anaconda.org/conda-forge/dodgy,2020-06-10 17:10:06.579,21890.0,3.0,,,,,,,,,,,
179,flake8-builtins,https://github.com/gforcada/flake8-builtins,,Check for python builtins being used as variables or parameters.,linters,21,True,gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2020-10-26 15:39:53.000,2020-08-11 08:34:28.000,15.0,30.0,59.0,2020-05-14 10:45:01.000,1.5.3,23.0,13.0,conda-forge/flake8-builtins,flake8-builtins,2.0,209.0,2203.0,1691.0,https://pypi.org/project/flake8-builtins,2020-05-14 10:45:01.000,512.0,137052.0,139107.0,https://anaconda.org/conda-forge/flake8-builtins,2020-05-18 15:22:26.836,106877.0,3.0,['flake8'],,,,,,,,,,
180,pylint-flask,https://github.com/jschaf/pylint-flask,,A Pylint plugin to analyze Flask applications.,linters,21,True,jschaf/pylint-flask,https://github.com/jschaf/pylint-flask,GPL-2.0,2015-06-27 20:11:12.000,2021-03-10 19:35:23.000,2021-03-10 19:35:23.000,9.0,5.0,56.0,,,5.0,7.0,conda-forge/pylint-flask,pylint-flask,4.0,40.0,5276.0,4570.0,https://pypi.org/project/pylint-flask,2019-01-30 19:26:02.000,706.0,73126.0,73950.0,https://anaconda.org/conda-forge/pylint-flask,2019-02-02 18:28:49.934,45327.0,3.0,['pylint'],,,,,,,,,,
181,Profiling,https://github.com/what-studio/profiling,,Was an interactive continuous Python profiler.,profiling,20,True,what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2020-08-24 01:31:58.000,2020-08-24 01:31:58.000,114.0,20.0,2993.0,2017-06-28 06:10:16.000,0.1.3,3.0,18.0,,profiling,15.0,433.0,37.0,32.0,https://pypi.org/project/profiling,2017-06-28 06:10:16.000,5.0,1744.0,1744.0,,,,3.0,,,,,,,,,,,
182,xar,https://github.com/facebookincubator/xar,,executable archive format.,packaging,20,True,facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000,2021-01-27 14:50:49.000,2021-01-27 14:50:42.000,45.0,21.0,1429.0,2020-12-02 20:41:20.000,20.12.2,3.0,21.0,,xar,8.0,54.0,13.0,13.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000,,89.0,89.0,,,,3.0,,,,,,,,,,,
183,Birdseye,https://github.com/alexmojaki/birdseye,,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,debugging,20,True,alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000,2021-02-22 10:35:06.000,2021-02-22 10:35:06.000,70.0,26.0,1373.0,2020-08-25 21:49:38.000,0.8.4,35.0,9.0,,birdseye,20.0,382.0,35.0,35.0,https://pypi.org/project/birdseye,2020-08-25 21:49:38.000,,630.0,630.0,,,,3.0,,,,,,,,,,,
184,portray,https://github.com/timothycrosley/portray,,Your Project with Great Documentation.,documentation,20,True,timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2021-02-24 07:41:24.000,2021-02-24 07:41:24.000,55.0,27.0,719.0,2021-02-17 06:44:47.000,1.5.2,26.0,15.0,,portray,15.0,218.0,8.0,,https://pypi.org/project/portray,2021-02-17 06:44:47.000,8.0,2181.0,2181.0,,,,3.0,,,,,,,,,,,
185,dlint,https://github.com/dlint-py/dlint,,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,security,20,True,dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000,2020-12-08 17:21:33.000,2020-12-08 17:21:32.000,13.0,12.0,315.0,2020-10-30 20:40:39.000,0.11.0,13.0,7.0,,dlint,20.0,201.0,18.0,,https://pypi.org/project/dlint,2020-10-30 20:40:39.000,18.0,10118.0,10118.0,,,,3.0,,,,,,,,,,,
186,mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,,"Automatic documentation from sources, for MkDocs.",documentation,20,True,pawamoy/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2021-03-10 22:43:44.000,2021-03-05 16:24:38.000,32.0,112.0,308.0,2021-01-06 21:43:56.000,0.14.0,35.0,18.0,,mkdocstrings,44.0,403.0,0.0,,https://pypi.org/project/mkdocstrings,2021-02-28 12:08:07.000,0.0,13694.0,13694.0,,,,3.0,['mkdocs'],,,mkdocstrings/mkdocstrings,,,,,,,
187,assertpy,https://github.com/ActivisionGameScience/assertpy,,Simple assertion library for unit testing in python with a fluent API.,testing,20,False,ActivisionGameScience/assertpy,https://github.com/ActivisionGameScience/assertpy,BSD-3-Clause,2017-11-21 01:38:07.332,2020-07-19 15:23:26.710,2019-10-30 17:50:10.000,47.0,,248.0,,,13.0,10.0,conda-forge/assertpy,assertpy,,279.0,124.0,,https://pypi.org/project/assertpy,2020-07-19 14:39:02.000,124.0,34600.0,34859.0,https://anaconda.org/conda-forge/assertpy,2020-07-19 15:23:26.710,10386.0,3.0,,,,,,,,,,,
188,flakehell,https://github.com/life4/flakehell,,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",linters,20,True,life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000,2021-01-11 21:35:41.000,2021-01-11 21:35:40.000,32.0,,217.0,2021-01-11 18:40:32.000,0.9.0,28.0,15.0,,flakehell,4.0,368.0,0.0,,https://pypi.org/project/flakehell,2021-01-11 18:40:32.000,0.0,12320.0,12323.0,,,,3.0,['flake8'],50.0,,,,,,,,,
189,xenon,https://github.com/rubik/xenon,,Monitoring tool based on radon.,code-metrics,20,True,rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2020-09-16 11:20:09.000,2020-09-16 11:20:01.000,14.0,23.0,183.0,2020-09-16 09:47:41.000,0.7.1,17.0,7.0,conda-forge/xenon,xenon,6.0,100.0,308.0,184.0,https://pypi.org/project/xenon,2020-09-16 09:47:41.000,124.0,22292.0,22542.0,https://anaconda.org/conda-forge/xenon,2019-10-12 20:39:43.883,10272.0,3.0,,,,,,,,,,,
190,pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,,It helps to use fixtures in pytest.mark.parametrize.,testing,20,False,tvorog/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2020-02-01 18:49:47.818,2020-02-01 17:56:35.000,11.0,19.0,178.0,2020-02-01 18:04:00.000,0.6.3,12.0,7.0,conda-forge/pytest-lazy-fixture,pytest-lazy-fixture,12.0,92.0,325.0,263.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000,62.0,50315.0,55258.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2020-02-01 18:49:47.818,232327.0,3.0,['pytest'],,,,,,,,,,
191,mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,,An MkDocs plugin to export content pages as PDF files.,documentation,20,True,zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2021-01-06 17:14:12.000,2020-07-23 01:35:13.000,27.0,43.0,168.0,2020-07-23 01:35:39.000,0.5.8,22.0,9.0,,mkdocs-pdf-export-plugin,29.0,68.0,115.0,111.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2020-07-23 01:35:04.000,4.0,5025.0,5025.0,,,,3.0,['mkdocs'],,,,,,,,,,
192,add-trailing-comma,https://github.com/asottile/add-trailing-comma,,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,refactoring,20,True,asottile/add-trailing-comma,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000,2021-02-22 17:34:15.000,2021-02-22 17:34:15.000,11.0,31.0,163.0,2021-01-24 18:14:07.000,2.1.0,30.0,9.0,,add-trailing-comma,1.0,219.0,14.0,,https://pypi.org/project/add-trailing-comma,2021-01-24 18:14:07.000,14.0,2974.0,2974.0,,,,3.0,,,,,,,,,,,
193,eradicate,https://github.com/myint/eradicate,,Removes commented-out code from Python files.,refactoring,20,False,myint/eradicate,https://github.com/myint/eradicate,Saxpath,2012-12-23 04:39:48.000,2020-10-06 12:45:07.000,2020-10-01 09:23:01.000,18.0,13.0,113.0,2020-10-01 09:33:03.000,2.0.0,16.0,7.0,,eradicate,4.0,164.0,156.0,,https://pypi.org/project/eradicate,2020-10-01 09:33:03.000,156.0,82930.0,82930.0,,,,3.0,,,,,,,,,,,
194,flake8-black,https://github.com/peterjc/flake8-black,,flake8 plugin to run black for checking Python coding style.,linters,20,True,peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2020-07-25 16:32:38.063,2020-07-25 16:06:31.000,7.0,13.0,83.0,2020-07-25 16:07:56.000,0.2.1,9.0,4.0,conda-forge/flake8-black,flake8-black,4.0,85.0,654.0,618.0,https://pypi.org/project/flake8-black,2020-07-25 16:07:56.000,36.0,65230.0,68944.0,https://anaconda.org/conda-forge/flake8-black,2020-07-25 16:32:38.063,78008.0,3.0,['flake8'],,,,,,,,,,
195,pyrasite,https://github.com/lmacken/pyrasite,,Inject code into running Python processes.,debugging,19,False,lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2020-12-24 21:02:34.000,2017-03-13 17:42:17.000,186.0,14.0,2527.0,,,13.0,20.0,,pyrasite,37.0,274.0,34.0,28.0,https://pypi.org/project/pyrasite,2012-05-09 19:11:33.000,6.0,6100.0,6100.0,,,,3.0,,,,,,,,,,,
196,PrettyErrors,https://github.com/onelivesleft/PrettyErrors,,Prettify Python exception output to make it legible.,logging,19,True,onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2021-01-05 04:22:45.000,2020-12-27 21:49:39.000,63.0,26.0,2001.0,2020-11-24 01:10:26.000,1.2.19,42.0,4.0,,pretty_errors,2.0,119.0,0.0,,https://pypi.org/project/pretty_errors,2020-11-24 01:10:26.000,0.0,6373.0,6373.0,,,,3.0,,,,,,,,,,,
197,pyflow,https://github.com/David-OConnor/pyflow,,An installation and dependency system for Python.,dependency-managers,19,True,David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2021-02-21 11:35:08.000,2021-02-21 11:35:02.000,26.0,40.0,700.0,2020-11-21 15:18:30.000,0.2.9,23.0,21.0,,pyflow,40.0,275.0,,,https://pypi.org/project/pyflow,2020-11-21 15:18:30.000,,63.0,210.0,,,,3.0,,2797.0,,,,,,,,,
198,wily,https://github.com/tonybaloney/wily,,"A Python application for tracking, reporting on timing and complexity in Python code.",code-metrics,19,True,tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2021-03-02 01:26:07.000,2021-03-02 01:26:07.000,40.0,48.0,683.0,2020-09-02 06:33:11.000,1.19.0,45.0,15.0,,wily,28.0,688.0,8.0,,https://pypi.org/project/wily,2020-09-02 06:33:11.000,8.0,2414.0,2414.0,,,,3.0,,,,,,,,,,,
